epoch,loss,mse_train,mse_test
131,0.23655342984442648,0.022304906151771924,0.02052771359299752
132,0.23235011027982425,0.022009934313889815,0.020273020113986153
133,0.2354170478184197,0.02154741405614546,0.019825738289453266
134,0.23440962143027413,0.02133533460269157,0.019631926275925957
135,0.227049474561364,0.020853666003707732,0.01919625232291043
136,0.24763502425261016,0.02054796578486087,0.01889863472176709
137,0.26128646798259125,0.02035348759725158,0.018794702096497164
138,0.2202455743093123,0.01989618622685021,0.018353190195471453
139,0.21500970426306923,0.019115615282200116,0.017599878040759204
140,0.20871255009643244,0.018237892562573844,0.016784710929231568
141,0.20562167094352488,0.018087220051674947,0.016656001184423733
142,0.2412802704327429,0.020867589446580237,0.01935428320859428
143,0.22107103081647012,0.018266793690164176,0.01682159207507824
144,0.21201859087617989,0.01838176333194997,0.016986445258923656
145,0.20692879794268543,0.016974518703926796,0.015617295296069901
146,0.19775423244616805,0.01664995269835431,0.015323169184648175
147,0.1922926024087222,0.01628619419280436,0.014973236328289908
148,0.18698749770300105,0.016597609152643637,0.0153004327471312
149,0.18922629735786228,0.01582740567434404,0.014546770092050004
150,0.18961922124646025,0.015938538023426957,0.014727867145765414
151,0.2015005797828431,0.01488831223038967,0.013689184253918098
152,0.18470004226961662,0.015146198170918551,0.013947608070087618
153,0.1835011831899402,0.01581358268396342,0.014584719885569648
154,0.25384931140846756,0.017908306180834128,0.016529053927930352
155,0.19222188584621436,0.014829190548159543,0.01365614707683698
156,0.17833774954697063,0.014628030563703145,0.013477700100652804
157,0.17132719262872137,0.014519551280342768,0.013375283756795186
158,0.1675028579677368,0.014090480445677523,0.012923024300093174
159,0.1674881464771851,0.014094019314979849,0.012954025750475487
160,0.16594451013024938,0.013869501487288318,0.012782447991174572
161,0.1662673306516476,0.013697344995850002,0.012652704898629933
162,0.17499721012218145,0.013057016264139416,0.012016843638399596
163,0.17509383676506468,0.014311718903223502,0.013208954908629016
164,0.16528719510073292,0.012524238356857205,0.011550374950080114
165,0.16576809888073427,0.01335687359549714,0.012347344568128762
166,0.16630654750195206,0.012263977280457684,0.01132160497975836
167,0.1567380779479635,0.012693729491811585,0.01174155833731564
168,0.1507521903987506,0.012132475188362262,0.011210820668828284
169,0.14810998778135315,0.01193825570746628,0.011057702913235911
170,0.1496542946173117,0.011453945611811792,0.010608762041091992
171,0.15298742661382286,0.011768366703898492,0.010969394834338465
172,0.15810263279840886,0.011707856512516877,0.010898097731690192
173,0.21631072417085676,0.013883338128688893,0.01293886776071961
174,0.1820882589529021,0.012699098855996703,0.011884425760651227
175,0.16289105339753004,0.011019277573252544,0.010213377465498927
176,0.14754758187798803,0.010658563430895258,0.00991794120367416
177,0.14108813589520772,0.01087800873071051,0.010126187650469477
178,0.14377697295243808,0.010225247584010897,0.009504540751636821
179,0.1507769207622695,0.010806992740815636,0.010065091023248495
180,0.14713266840149591,0.010275624209277353,0.00961731660467629
181,0.13696023725501247,0.010114143002607942,0.009475614826100341
182,0.1452683463934789,0.010312689154906874,0.009634639249548894
183,0.14572489487699455,0.009786122095144694,0.009192945674139865
184,0.13735347111370552,0.00968591747528776,0.009090372024649074
185,0.1330095930547448,0.009219957669364632,0.008675121643950704
186,0.1303405023655469,0.009181494270711445,0.008614230490706707
187,0.12602577851320826,0.00931874957118718,0.008744001458197953
188,0.1433632695238203,0.009256097356162951,0.008615732381405927
189,0.1387956080995417,0.008740648366383318,0.008194407557650432
190,0.13560175432842408,0.00919809403996119,0.008673835394934881
191,0.13378777819288487,0.00884899801354056,0.008312309278506052
192,0.12439643316528447,0.008566134098708805,0.00807181386612357
193,0.15505517665958657,0.011124223770887837,0.010421286133701097
194,0.23417177383079318,0.011817374514389299,0.011109279905176898
195,0.17425377788806082,0.011039473245302666,0.010374278896625204
196,0.1408714174918598,0.00886298398287648,0.00831098146821273
197,0.12415700531600958,0.008693016044000744,0.008216818161800973
198,0.12004712968587064,0.00847307505851834,0.007975068755550546
199,0.117825486992126,0.00804838491955045,0.007608318658968966
200,0.11947819140589186,0.007725611157462095,0.0073113277362542506
201,0.11583177526076874,0.0075409734286248096,0.007138433287562175
202,0.1138208810002348,0.007664993798658467,0.0072698182996325305
203,0.11612717029673436,0.007652184507876199,0.007293250064271715
204,0.1273664156625416,0.008028756213156145,0.007697677313014811
205,0.1254831415426257,0.007665470738918102,0.007204787513393323
206,0.11890018078026628,0.007495936682437603,0.007117108480340431
207,0.12005121204911649,0.0075565570530563425,0.007169210016058835
208,0.11457262154766071,0.007260428314499208,0.006876928206763565
209,0.10998088594910198,0.007000220651969966,0.006607515518200936
210,0.1293408505124865,0.007424105045605573,0.0070004812971136855
211,0.1217114922805332,0.007383062060964015,0.0070067082292573826
212,0.10926879718884691,0.006995461100770946,0.0066294660184833
213,0.1085707310843587,0.006799571015909121,0.006472333317057603
214,0.11711575952008353,0.00716649624004916,0.006841091675761502
215,0.12103119943154862,0.007070920826186658,0.006746418082173367
216,0.20476150384739855,0.009910215543054343,0.009389493921831905
217,0.1366736442023094,0.007555066474040062,0.007168141044737072
218,0.11450490297068705,0.007087027399856084,0.006815562269353418
219,0.1073084041370425,0.006627015148304503,0.006370200391777006
220,0.09930512481209663,0.006237756791891405,0.005974536403868773
221,0.09715754820280763,0.006207086376047566,0.005960255361797877
222,0.09501709679269209,0.005979366563900226,0.005791687558592887
223,0.09268375831487044,0.005937760708833319,0.005742875845577144
224,0.09683425194801158,0.006278295614618911,0.006101421879273407
225,0.14927035260812108,0.007289993512444534,0.006944282359387691
226,0.11357209689726067,0.006503125668980205,0.006283999966312271
227,0.10346002339956399,0.006073221672210286,0.005938161522270031
228,0.0941289651017012,0.006106114652730197,0.005877674092302489
229,0.09412581897453381,0.005600384636234796,0.00539035532086362
230,0.10422027492790195,0.005765733722765652,0.0056293358477403615
231,0.1027826233921921,0.006380108989294836,0.006277820894531765
232,0.12379276961177087,0.007814120521936727,0.007593498832386451
233,0.1258084431936669,0.006054061590586656,0.0058558840581147105
234,0.10200550956201287,0.00584609755390139,0.005727459131659466
235,0.09434260759520366,0.005357373632051171,0.005217619371428041
236,0.08976580733101162,0.0055770360884198015,0.005454766675925911
237,0.08977120574792986,0.005556232458630115,0.005426185586571294
238,0.0827010840920911,0.004983183806310669,0.0048430600127983454
239,0.08186901330240456,0.005208473678021314,0.005115812850007761
240,0.09270486181615215,0.005261856151310347,0.005171231356826839
241,0.0848184317002445,0.005100958030130084,0.004990605295400313
242,0.09101243157601606,0.00546924995396427,0.005424529170305816
243,0.394917413390282,0.03820250543639555,0.0368680056688473
244,0.5581254170913723,0.024771397903951962,0.023215212960798454
245,0.2187296280239727,0.013417073583347854,0.01239371233002144
246,0.1552036764689186,0.010727726058552853,0.010011593985686728
247,0.13153172321867188,0.009363254222557736,0.00886290905247796
248,0.12088631492008182,0.007941105930552703,0.007575512409307052
249,0.10254034503704662,0.007300263888539782,0.006971140662464836
250,0.09695413365935208,0.006537437140431577,0.006287352676346109
251,0.09098516781465847,0.006547441930534052,0.006316334584290739
252,0.08807798307779914,0.005799924827577119,0.005639094559580976
253,0.08641772063439768,0.005628002586514817,0.005451714483199208
254,0.08632573808138821,0.005735449588093243,0.005620358168881345
255,0.08457111284868332,0.005362749629590459,0.005227345066343197
256,0.0843264354486091,0.005497796639982155,0.00540305964740403
257,0.0811126152637828,0.005174023175914396,0.005069113145864449
258,0.07979567299569149,0.004916816244205902,0.004846375725425731
259,0.10678256947857677,0.005525569109461755,0.005432108418808704
260,0.10406674318234604,0.005640288416493014,0.005534200813946261
261,0.08442027723885309,0.004883753953515544,0.004808719191819371
262,0.07944956809753641,0.004676883369054666,0.004623133618796684
263,0.0789643199379728,0.004875307078670169,0.004833855018037296
264,0.08008739547038321,0.0047615723638348255,0.004726102442412956
265,0.07468144550131964,0.0047533100661393095,0.00475253381090859
266,0.07287779310989875,0.0045667328203005605,0.004531739306190684
267,0.07276360505502232,0.004605607992601182,0.0045775613723731704
268,0.07361556966201628,0.004546586965878333,0.004516494618966128
269,0.0828516736625554,0.004833106944373303,0.004816018423703067
270,0.07960127226632108,0.004469905490261314,0.004428557400693069
271,0.07596175105427683,0.004317933904500351,0.004318496171245188
272,0.07761973441754619,0.004445666822978079,0.004464080139797714
273,0.07529765917844428,0.0044490743953144495,0.004459804699202906
274,0.0758200051586044,0.004458504129863509,0.004479232242246368
275,0.07550313815793828,0.004119970529590578,0.004120324111064243
276,0.08090740904518004,0.004354964161919684,0.004408902203603183
277,0.08368995051824689,0.004284105839327716,0.004306296279982327
278,0.09802984962868241,0.004733104350781109,0.00472228518740093
279,0.07878060078715207,0.004488958751922079,0.004511548460970643
280,0.0815286404565905,0.004681611200450306,0.004713443075895456
281,0.08467187742010346,0.004546658239844247,0.004553916686725621
282,0.07212907400877833,0.004340231248747218,0.004385402198476247
283,0.07346661293623842,0.004067695441394766,0.004111439679486344
284,0.07419472334656284,0.004051774700395362,0.00407493853790919
285,0.07099553485523212,0.004190242484620286,0.0042388600020419635
286,0.08234691048669024,0.004583859514399359,0.004616575397876152
287,0.07623336014396907,0.00411352755727293,0.0041565158096166215
288,0.07273970880337435,0.0039321084595145385,0.003988826302462534
289,0.08409198095584296,0.00438722688478093,0.004451739711116178
290,0.08906271232246049,0.004429343225966106,0.0044376523998677486
291,0.07826168238010732,0.004118710413913689,0.00412687193368308
292,0.06939986524953859,0.0038526413522533575,0.003900658289139515
293,0.07236624456491467,0.003989315948538264,0.004004600907721822
294,0.0895975149163622,0.0045422966410346086,0.004534243696740945
295,0.08862585620184738,0.004387951634549316,0.004323316831077267
296,0.07385843682627256,0.003827357428870371,0.003858037388840876
297,0.06576152068701796,0.0038518190579639824,0.003912034819076648
298,0.06614140271364526,0.0037541503650508124,0.003818723612821714
299,0.07060368808059272,0.003939042225469879,0.003991173907622071
300,0.06749149633481766,0.0037215418035440755,0.00376093611920985
301,0.08030273639755396,0.004764516335081009,0.004807270127882316
302,0.09938074081004747,0.004204717902773215,0.004181092668100865
303,0.07667415411798607,0.004024878739881378,0.0040291261006851755
304,0.06952645581031457,0.0038525908126441537,0.003875285634346658
305,0.0711834792330389,0.004140809158957921,0.00420282559775607
306,0.09599767785699773,0.0051810480012423315,0.005153415038169806
307,0.08643897601380349,0.004084037795630404,0.004125461021068587
308,0.07647770126280043,0.0038759165828222675,0.003908846135321391
309,0.06730075324195273,0.003631756719825318,0.0037121117611031394
310,0.06670641978874303,0.003552701194936889,0.003635748884076148
311,0.06479155913204929,0.0034127639975685244,0.0034866739196749512
312,0.06465058503800644,0.0034953047980799596,0.0035559547620774875
313,0.07046036681094173,0.0036129354301491887,0.0037172198081330595
314,0.0813106835168151,0.0037353740566149875,0.0038069259923889493
315,0.06693079843643064,0.0033197434042324114,0.0034046873590257046
316,0.06008947732988401,0.0032576777204586433,0.0033260338532383176
317,0.06207744952105784,0.00331994395466225,0.0033688312295080203
318,0.06132121605273412,0.0033195956063799825,0.003405266739689605
319,0.06173300438082277,0.0032302341499134,0.003289738950648466
320,0.06676224985711074,0.0037053212883566052,0.0037926075713077033
321,0.06800909959750714,0.0034590637649377165,0.00355970315058473
322,0.07552367552429415,0.0036825300240897214,0.00375163056787446
323,0.06391941875419861,0.003257229917182603,0.0033234289689041507
324,0.06239832038163485,0.0031434738488267506,0.003207360863874317
325,0.060093360437936616,0.0030103854633293952,0.003073205365946198
326,0.0825783406982755,0.004236943358225698,0.004287030932047497
327,0.10427191907123955,0.005428525380688166,0.005480351629421284
328,0.07571112213643726,0.003678274703265245,0.003769046025980252
329,0.0673938692684164,0.003559414902665966,0.0036128247251574737
330,0.06096714085570334,0.003025612190240104,0.0031103504724030616
331,0.0553884666013332,0.0030325805080726118,0.0031207174911652364
332,0.05558168116856004,0.002886557217095628,0.0029741839010594376
333,0.058649780465738564,0.002891282055454813,0.002953501584707029
334,0.059007392532627566,0.0029194654994999553,0.00300541176838649
335,0.058644251402418225,0.002975107175700889,0.003055224714797021
336,0.06321935312768157,0.003155917000140721,0.0032157942041776697
337,0.059721122621994346,0.0029202894546032187,0.0030050179082012885
338,0.05662009005840467,0.002952292901690733,0.0030557131622318563
339,0.055317681119453115,0.00294122834232958,0.0030476180300181466
340,0.05736588446248826,0.0028894901745724626,0.0029900980812268335
341,0.06135164602629872,0.0029420897949127217,0.00302358328354959
342,0.0624779596200271,0.003408264680412904,0.003493948226368408
343,0.06368029061222816,0.0028410551205427527,0.002918520074190955
344,0.05972512416323779,0.0030280001796302333,0.0031444497698967745
345,0.07615295773630974,0.003397772637332655,0.00345111819867317
346,0.06845734907146431,0.0031949441237807586,0.0032818331000646554
347,0.06337892654086034,0.0028801042086745213,0.0029641299316601
348,0.06293914227092988,0.0032550447943102043,0.003344485118203503
349,0.05749263107920868,0.0026937017933790276,0.0027928625499505765
350,0.05602577150103332,0.0027493712220532564,0.0028724133656408534
351,0.0610832633329593,0.002890731846929116,0.0029477165691467566
352,0.05944627857923958,0.002893289467484089,0.0029830184809855093
353,0.06406839907499486,0.003088695877842941,0.003196322393580541
354,0.06608994989655642,0.0032352861813221383,0.0033018220134707877
355,0.07021085053160502,0.0028263013836852826,0.0028860138060981693
356,0.05875301484135995,0.002722698434978268,0.002839655223842561
357,0.05447521014180155,0.002638374335899562,0.0027406784520234567
358,0.05277587607182392,0.00258514705257073,0.0027006287925837387
359,0.05719643547328955,0.00266406717482964,0.0027604727956400286
360,0.054320520212710534,0.002549059443776254,0.0026618981188479105
361,0.0532893246072816,0.0024663296351772994,0.002601072132358525
362,0.0543433833461558,0.002745216512356748,0.0028357171152544164
363,0.05845150006168462,0.002722287733994263,0.0027952533357350306
364,0.07723551502149678,0.003530807996919487,0.0035829216307750418
365,0.07608892346577692,0.00308424115615956,0.0032316066586641
366,0.0562408992317085,0.0026540109855361085,0.002756097983141261
367,0.053349504086555956,0.0026757715219897847,0.002807007596480413
368,0.05119828955936051,0.0026256611620993995,0.002766382368263885
369,0.05036352977760868,0.002544552219453104,0.00267033234222474
370,0.049642240697964995,0.0023261305482937845,0.0024590492198655525
371,0.050352246358525136,0.0023401029336701158,0.0024575168009756993
372,0.05299388585414281,0.002319754759165627,0.002412877984382022
373,0.05358195190226459,0.002497851569096582,0.0026131428180072368
374,0.05313711838879639,0.0023656265862805857,0.00246726292918659
375,0.05590842272419261,0.0024893869147158436,0.0025935071595794357
376,0.054766874913407315,0.0023688209052055136,0.002486628578578043
377,0.05237698814407653,0.0025030333673239655,0.002596078556159259
378,0.0642125908876286,0.0027073153788762087,0.002823909055715702
379,0.0570942744433081,0.002282262190295841,0.0024034852350405442
380,0.04875696158645988,0.0021894156873307883,0.0023477751205362584
381,0.04751496690050216,0.002170639149390074,0.0022883983295304534
382,0.048790109446121235,0.0023297316089252525,0.0024473720543384987
383,0.05502615563199591,0.0024091676233379163,0.0025155445552007966
384,0.055996942612007106,0.0023688567051819514,0.002491063787149432
385,0.0761294948071112,0.0028118678094163196,0.0028980627200102336
386,0.06287510906744319,0.002559138956216949,0.0026395369594313304
387,0.05436943984129964,0.0024543545392771643,0.002568494097483819
388,0.053461700129187426,0.0022921624222379255,0.0024084620224771717
389,0.06440719326130119,0.0038157544144175417,0.003812986008916977
390,0.07251002562514539,0.002634374773515087,0.002755601513667792
391,0.052786243502521944,0.002454657503284529,0.002593121606464299
392,0.04738455680053809,0.0022201936657611633,0.002373876758442821
393,0.04898507640242183,0.0021929535540097652,0.002323053663751038
394,0.04916899935650037,0.0020994943440364876,0.002228230395070691
395,0.04630457806530723,0.0020409303530022935,0.0021880320154671145
396,0.04856633871800688,0.002121762194166862,0.0022763874759413752
397,0.045096314806768456,0.0020260122464720665,0.0021428190224365208
398,0.05147720655018423,0.002117166707610134,0.002269304238666407
399,0.05133515045938091,0.002213913536761895,0.0023600292699809994
400,0.05402742398366771,0.0022809169092951036,0.002422284538139817
401,0.05305531322325466,0.002368706066852835,0.0025184384163521945
402,0.04831567488256333,0.0020575173862598544,0.002203136960254666
403,0.04684141382410785,0.002110621315355198,0.0022259127635934008
404,0.04637320575563375,0.001999400812334324,0.002131378773580977
405,0.04627574133429805,0.002038171256829534,0.0021874424763567548
406,0.044742949745866824,0.0019464973453788695,0.0020883200894877664
407,0.04453736160245079,0.0019047649286769634,0.0020424697021983623
408,0.04282466917364192,0.001836162631571959,0.0019758331262933236
409,0.046696234637661746,0.001945340519223438,0.002063178682032495
410,0.05388602593781517,0.0021386568674416026,0.0022655117382186416
411,0.05288878018246583,0.0020216228334718517,0.002139453667329003
412,0.049931894395709726,0.0019460943203672854,0.002084805074424021
413,0.04378990163092015,0.001786393427271212,0.0019139453371817476
414,0.04351730533047556,0.0019001322408236361,0.0020230981315323675
415,0.043053441288595215,0.0017754677578826182,0.0018982474875323286
416,0.04515453093696647,0.0018854671614300807,0.002019430552678224
417,0.05231143742229701,0.002240561083260045,0.0023665509783314183
418,0.052417338056092486,0.0020787037373732635,0.0022101830702497107
419,0.04455217263063375,0.001897366453076859,0.002011342595368514
420,0.04262607158946367,0.0018067061436941446,0.0019511453592553681
421,0.04256704246075137,0.0019090907515305362,0.0020277572236586648
422,0.042197427964820254,0.0018231811900129467,0.001964730759823494
423,0.048215851207087004,0.0018683526467542194,0.001976524079734674
424,0.05674168871978777,0.00221883737236691,0.0023141153292186288
425,0.05629468658492575,0.0022801625638894686,0.0024083367886167163
426,0.04744528486582291,0.0018592112798089214,0.002009305968110465
427,0.04355241426498646,0.0017121437696230736,0.0018249928679947465
428,0.042090833577581435,0.0017991422940602173,0.0019314262308206323
429,0.041355887844695315,0.001763701477596099,0.0018919290984065092
430,0.04397149324873643,0.0020183870629237486,0.0021195721950849245
431,0.04867739534526895,0.0020394160786426766,0.0021587703103642486
432,0.05297322675389081,0.0018912853047920338,0.002002878351020431
433,0.04414560372340075,0.0017982377941880739,0.001901563766129116
434,0.04343263483347405,0.0016744402861820584,0.0017989733705905176
435,0.04529247750490306,0.0018213770309123709,0.0019633429667943888
436,0.04391850410522982,0.0016018815932262688,0.001704111702701027
437,0.04524565100130223,0.0017102281063415652,0.001827574349778781
438,0.04536578590601182,0.001724243323945142,0.0018859323764508157
439,0.043064798930893634,0.001761440763641561,0.0018883278071698518
440,0.044077246558250446,0.0017426855587347183,0.0018654269001688569
441,0.04113299064968513,0.0016674438276092281,0.0018147917098694638
442,0.04439861411419809,0.0016919489143872569,0.0018076591446917049
443,0.051354612053198315,0.0015769439902185896,0.0016987846259580118
444,0.04232282577876526,0.0016768549573084775,0.001810452116063799
445,0.04138848393070919,0.0017253545959236283,0.0018653676362884691
446,0.04141654394519613,0.0016376481694378867,0.001782735987743907
447,0.042911012259540623,0.0019339197287931958,0.0020509479892032163
448,0.0495860400329196,0.0019064918067304086,0.0020128647487611803
449,0.044960263919838206,0.0016445157504287819,0.0017558527523310282
450,0.0397097295350762,0.00155438051230709,0.0016733702321939244
451,0.03990242785614621,0.0016133455388098702,0.0017590454134728429
452,0.04151821880031437,0.0016025763418010689,0.0017317993434720978
453,0.04418857722784492,0.0016778347976493214,0.001807482937460493
454,0.04028407618154332,0.001541502769462749,0.0016694779217331305
455,0.04013859081911608,0.0014526902874803902,0.0015727926069799315
456,0.040054181024767405,0.001655325934147711,0.0017842272049625409
457,0.048401161435871184,0.0018508088532849594,0.0019376132118450566
458,0.04354834673385502,0.0016320859493841947,0.0017416552177997868
459,0.04003573899092096,0.0015443713275668373,0.0016552883571903999
460,0.03822207508512323,0.0014253524308214711,0.0015354676176045912
461,0.03995552959477708,0.0014704418835763719,0.0015842383047095596
462,0.03891236886919798,0.0014638683258647986,0.001592016772005363
463,0.041337547961564726,0.0015386310517999143,0.0016760539036142505
464,0.03771514415899025,0.001450063360215175,0.0015739144248393476
465,0.03855504764799681,0.001417530286280358,0.0015436225739124871
466,0.03722780942358877,0.0014084860765179118,0.0015223335807219218
467,0.039960222742964784,0.00145889225399296,0.0015597889416273168
468,0.0422545242283607,0.0015074533090298438,0.0016116471452041032
469,0.04315025311870058,0.0015434031552484565,0.0016774758446031605
470,0.046946760492404656,0.0016065500196501786,0.0017029787360929264
471,0.04087335971051155,0.0015134346902209717,0.0016217677001805785
472,0.039346504396634376,0.0015244660845434009,0.0016051434869325792
473,0.03779897820864154,0.0014088810610707965,0.001537006951088126
474,0.03830324317738954,0.001384870071788791,0.0014952646445785247
