epoch	fem_loss	test_loss	lr
436	1.012271348870e-04	8.258999114745e-05	6.023321938346e-04
437	6.501764045392e-05	7.886123600884e-05	6.008069866852e-04
438	1.156168633786e-04	1.197542574205e-04	5.992808339594e-04
439	9.822294482033e-05	8.976964564663e-05	5.977537507199e-04
440	8.461462110005e-05	7.517258909839e-05	5.962257520384e-04
441	8.073337645710e-05	8.994138751311e-05	5.946968529954e-04
442	7.156843886698e-05	9.299572535025e-05	5.931670686808e-04
443	2.357101225828e-04	1.763150221811e-04	5.916364141928e-04
444	1.071875904269e-04	6.322927288820e-05	5.901049046383e-04
445	4.882707226013e-05	6.037353527628e-05	5.885725551328e-04
446	9.433602032334e-05	1.372391947562e-04	5.870393807999e-04
447	8.413625085706e-05	7.985663428670e-05	5.855053967715e-04
448	7.993485640240e-05	7.713635895788e-05	5.839706181873e-04
449	9.073607853405e-05	1.085199483012e-04	5.824350601949e-04
450	1.042920541643e-04	1.020793272718e-04	5.808987379498e-04
451	6.954481113151e-05	6.969239171486e-05	5.793616666148e-04
452	6.465543551362e-05	6.016304020480e-05	5.778238613601e-04
453	9.129305165079e-05	1.019885538411e-04	5.762853373634e-04
454	8.640522527336e-05	8.862890037845e-05	5.747461098091e-04
455	8.210880073715e-05	7.064230570048e-05	5.732061938889e-04
456	1.039457322667e-04	1.229959331031e-04	5.716656048011e-04
457	8.443205521033e-05	7.714359715228e-05	5.701243577507e-04
458	5.957683187054e-05	6.185785831850e-05	5.685824679492e-04
459	9.988389625975e-05	1.330175320818e-04	5.670399506143e-04
460	1.583388717514e-04	1.540172489696e-04	5.654968209702e-04
461	9.752014465105e-05	9.582131410098e-05	5.639530942470e-04
462	7.523407955521e-05	9.013443493972e-05	5.624087856804e-04
463	8.405614995189e-05	6.065818537973e-05	5.608639105124e-04
464	6.646580675070e-05	7.460605608479e-05	5.593184839901e-04
465	5.734422853700e-05	6.293458586178e-05	5.577725213663e-04
466	6.875120265259e-05	7.155909987284e-05	5.562260378990e-04
467	7.957024630877e-05	9.204945934826e-05	5.546790488514e-04
468	7.272457851363e-05	7.444282256705e-05	5.531315694916e-04
469	7.885108711069e-05	1.316561240156e-04	5.515836150927e-04
470	1.304799591138e-04	9.294443057420e-05	5.500352009323e-04
471	7.503708915815e-05	7.930489454226e-05	5.484863422926e-04
472	5.338046037564e-05	5.678028113466e-05	5.469370544603e-04
473	5.190855763097e-05	7.249534132207e-05	5.453873527262e-04
474	8.684586191058e-05	1.020413625329e-04	5.438372523853e-04
475	1.133917534251e-04	1.271041386197e-04	5.422867687363e-04
476	1.003664208486e-04	9.525073533179e-05	5.407359170820e-04
477	1.002271935587e-04	1.254316658726e-04	5.391847127286e-04
478	1.022647282417e-04	7.375787053884e-05	5.376331709859e-04
479	5.592045988561e-05	5.695370396526e-05	5.360813071670e-04
480	5.289612810363e-05	5.991617889003e-05	5.345291365881e-04
481	4.609624331831e-05	5.154132203126e-05	5.329766745686e-04
482	6.162731145603e-05	8.606222943892e-05	5.314239364306e-04
483	8.053604838492e-05	7.664729255857e-05	5.298709374990e-04
484	8.891667009417e-05	1.051229475178e-04	5.283176931013e-04
485	9.412432847668e-05	7.049084725220e-05	5.267642185673e-04
486	6.580400586106e-05	5.887388736825e-05	5.252105292294e-04
487	6.153846118835e-05	9.163876573599e-05	5.236566404216e-04
488	6.905590753365e-05	7.639227210326e-05	5.221025674804e-04
489	7.733622913368e-05	9.676051340417e-05	5.205483257437e-04
490	6.640002661824e-05	1.065284641683e-04	5.189939305513e-04
491	9.670785022437e-05	1.350415670026e-04	5.174393972445e-04
492	8.591235324227e-05	5.540265914719e-05	5.158847411658e-04
493	5.742554021270e-05	7.303052218958e-05	5.143299776591e-04
494	7.327495621073e-05	1.037384390032e-04	5.127751220694e-04
495	8.342787391969e-05	7.897679912209e-05	5.112201897423e-04
496	5.816247794356e-05	8.483847370133e-05	5.096651960244e-04
497	5.697604444789e-05	6.389233780400e-05	5.081101562630e-04
498	7.435608213629e-05	9.544729153356e-05	5.065550858055e-04
499	9.144592444710e-05	8.544278324646e-05	5.050000000000e-04
500	6.165750059998e-05	6.427500971653e-05	5.034449141945e-04
501	6.170649820560e-05	7.211784005110e-05	5.018898437370e-04
502	6.437359942057e-05	6.867973951779e-05	5.003348039756e-04
503	6.991327404696e-05	8.090857319328e-05	4.987798102577e-04
504	6.296377338949e-05	7.755350807421e-05	4.972248779306e-04
505	7.354556737922e-05	7.083298869642e-05	4.956700223409e-04
506	5.719040924008e-05	6.350352565582e-05	4.941152588342e-04
507	5.239868438545e-05	5.561954368663e-05	4.925606027555e-04
508	5.679396951173e-05	7.937451391505e-05	4.910060694487e-04
509	6.720113174055e-05	7.357537737687e-05	4.894516742563e-04
510	8.162968213509e-05	6.535937739576e-05	4.878974325196e-04
511	9.647242172723e-05	8.823533178476e-05	4.863433595784e-04
512	8.118728452539e-05	7.296030075848e-05	4.847894707706e-04
513	5.732999202199e-05	6.460244198647e-05	4.832357814327e-04
514	4.464285854568e-05	5.171099696767e-05	4.816823068987e-04
515	5.568005078479e-05	7.501020977218e-05	4.801290625010e-04
516	5.578752331421e-05	6.241921991678e-05	4.785760635694e-04
517	6.107928943377e-05	5.840969772723e-05	4.770233254314e-04
518	6.069275678086e-05	9.366589787684e-05	4.754708634119e-04
519	1.113916288075e-04	9.722248746603e-05	4.739186928330e-04
520	5.354427846842e-05	5.261523044300e-05	4.723668290141e-04
521	6.002900546762e-05	5.623920902882e-05	4.708152872714e-04
522	4.317679194567e-05	5.194816522419e-05	4.692640829180e-04
523	5.413328125093e-05	1.314133972886e-04	4.677132312637e-04
524	9.275645131056e-05	7.738379076571e-05	4.661627476147e-04
525	6.062380374584e-05	6.913424798016e-05	4.646126472738e-04
526	6.678879853548e-05	8.301073497582e-05	4.630629455397e-04
527	6.080165002577e-05	6.484819976630e-05	4.615136577074e-04
528	6.162212796260e-05	6.778463732334e-05	4.599647990677e-04
529	4.678431211155e-05	4.852503493749e-05	4.584163849073e-04
530	5.647672513167e-05	5.255079315220e-05	4.568684305084e-04
531	5.662160041594e-05	6.116704808441e-05	4.553209511486e-04
532	9.164536954262e-05	9.647376737469e-05	4.537739621010e-04
533	5.819568651506e-05	4.874699611231e-05	4.522274786337e-04
534	4.594017654123e-05	5.100638920125e-05	4.506815160099e-04
535	4.704542464987e-05	4.963120711814e-05	4.491360894876e-04
536	7.829700011384e-05	6.988525330913e-05	4.475912143196e-04
537	4.762162851505e-05	4.313095622190e-05	4.460469057530e-04
538	4.003645806956e-05	4.964867367546e-05	4.445031790298e-04
539	5.360106687253e-05	5.843963368858e-05	4.429600493857e-04
540	4.973964082063e-05	5.880075227626e-05	4.414175320509e-04
541	5.659993237552e-05	9.762094806279e-05	4.398756422493e-04
542	7.061142638717e-05	9.816299145603e-05	4.383343951989e-04
543	9.840889706310e-05	1.111901474740e-04	4.367938061111e-04
544	4.975975493892e-05	5.038651387617e-05	4.352538901909e-04
545	3.801321119060e-05	4.398799925799e-05	4.337146626366e-04
546	3.791594400551e-05	3.941035032998e-05	4.321761386399e-04
547	4.362417228951e-05	5.940575211942e-05	4.306383333852e-04
548	6.285506528814e-05	7.065311277951e-05	4.291012620502e-04
549	6.674846807740e-05	6.886532160962e-05	4.275649398051e-04
550	5.694062612455e-05	5.993500888736e-05	4.260293818127e-04
551	5.687759097817e-05	4.399000367014e-05	4.244946032285e-04
552	3.979530288955e-05	4.369485004183e-05	4.229606192001e-04
553	4.720202577875e-05	6.185171015964e-05	4.214274448672e-04
554	4.767559249869e-05	6.280288594740e-05	4.198950953617e-04
555	4.506223560574e-05	4.520996629180e-05	4.183635858072e-04
556	4.110664063291e-05	4.153863731611e-05	4.168329313192e-04
557	5.307926533754e-05	8.723795723445e-05	4.153031470046e-04
558	6.868888281671e-05	6.415640868585e-05	4.137742479616e-04
559	4.983092526587e-05	4.880675078590e-05	4.122462492801e-04
560	4.085132885694e-05	4.862097751982e-05	4.107191660406e-04
561	3.864003080677e-05	4.546578406525e-05	4.091930133148e-04
562	3.954368670441e-05	5.789669724936e-05	4.076678061654e-04
563	7.936842068620e-05	1.254256394537e-04	4.061435596454e-04
564	1.069813656468e-04	1.147223657508e-04	4.046202887985e-04
565	4.393873179957e-05	3.410091843355e-05	4.030980086589e-04
566	2.777796536155e-05	3.508930455430e-05	4.015767342508e-04
567	3.017513937742e-05	4.909134891968e-05	4.000564805886e-04
568	4.283586214853e-05	6.140855871581e-05	3.985372626765e-04
569	4.120703827720e-05	6.243102710382e-05	3.970190955087e-04
570	6.258416965851e-05	6.876244728553e-05	3.955019940688e-04
571	6.062180877678e-05	6.201967773506e-05	3.939859733301e-04
572	5.640534005704e-05	5.913139135815e-05	3.924710482549e-04
573	3.584212901864e-05	3.834298233456e-05	3.909572337951e-04
574	3.312478852579e-05	5.042245856606e-05	3.894445448913e-04
575	4.847682659126e-05	5.588350281887e-05	3.879329964733e-04
576	4.146515750268e-05	5.494357510084e-05	3.864226034592e-04
577	4.695185184176e-05	6.686293840955e-05	3.849133807563e-04
578	5.274278984997e-05	5.262181222235e-05	3.834053432597e-04
579	3.441109621369e-05	3.837162456989e-05	3.818985058534e-04
580	3.971924692381e-05	6.302938819714e-05	3.803928834091e-04
581	5.556237681533e-05	7.862753793517e-05	3.788884907867e-04
582	5.604858500175e-05	5.541710380205e-05	3.773853428340e-04
583	3.790097011576e-05	3.989325490072e-05	3.758834543865e-04
584	3.282225466712e-05	5.594164347904e-05	3.743828402671e-04
585	4.921315425480e-05	5.509722628474e-05	3.728835152864e-04
586	5.099783364344e-05	5.766126290105e-05	3.713854942421e-04
587	4.082796080336e-05	4.818038727973e-05	3.698887919189e-04
588	4.501261452191e-05	4.764086887790e-05	3.683934230889e-04
589	4.331561510973e-05	4.076451821809e-05	3.668994025106e-04
590	3.438555479972e-05	3.788998079987e-05	3.654067449294e-04
591	5.642888338641e-05	5.705134277604e-05	3.639154650774e-04
592	4.039919708754e-05	4.348333872293e-05	3.624255776727e-04
593	3.439779386565e-05	4.089449749933e-05	3.609370974200e-04
594	2.918189409175e-05	3.983312597579e-05	3.594500390100e-04
595	3.820765083409e-05	4.910528493795e-05	3.579644171194e-04
596	3.349607262743e-05	3.722065131819e-05	3.564802464106e-04
597	3.602559336400e-05	4.483623454782e-05	3.549975415318e-04
598	4.756597631128e-05	5.432063367169e-05	3.535163171167e-04
599	3.934032352611e-05	3.536972850445e-05	3.520365877844e-04
600	4.054573358710e-05	3.932404457710e-05	3.505583681392e-04
601	4.719368999392e-05	4.497123355029e-05	3.490816727706e-04
602	3.422498969901e-05	4.631569659017e-05	3.476065162530e-04
603	3.985970943941e-05	4.413420625234e-05	3.461329131454e-04
604	3.988048165531e-05	4.233935518216e-05	3.446608779919e-04
605	3.526038053708e-05	4.747512300328e-05	3.431904253208e-04
606	4.102063679549e-05	4.603778505028e-05	3.417215696449e-04
607	3.682663060868e-05	3.917794542395e-05	3.402543254611e-04
608	3.812651055336e-05	3.992798078716e-05	3.387887072507e-04
609	3.237817257504e-05	5.860335036403e-05	3.373247294786e-04
610	4.896877832924e-05	6.480078542331e-05	3.358624065937e-04
611	3.996569010637e-05	3.824647264028e-05	3.344017530286e-04
612	2.939167850768e-05	3.380294983947e-05	3.329427831993e-04
613	3.134962321554e-05	4.495222398192e-05	3.314855115053e-04
614	3.605508788149e-05	4.865001483390e-05	3.300299523293e-04
615	3.226123722307e-05	4.145875620493e-05	3.285761200369e-04
616	5.396629403606e-05	5.785971347760e-05	3.271240289771e-04
617	4.078829602337e-05	3.570504968594e-05	3.256736934813e-04
618	2.904193006424e-05	4.070310606444e-05	3.242251278637e-04
619	3.372151198643e-05	3.405498794368e-05	3.227783464211e-04
620	2.803638991370e-05	3.566600149078e-05	3.213333634327e-04
621	2.829937201290e-05	3.372608957953e-05	3.198901931598e-04
622	3.462942112071e-05	4.013784465946e-05	3.184488498460e-04
623	3.674683814491e-05	3.848490705883e-05	3.170093477167e-04
624	3.625341772814e-05	3.929849539806e-05	3.155717009793e-04
625	3.301894150465e-05	3.230274916393e-05	3.141359238227e-04
626	3.995656828973e-05	4.728390367104e-05	3.127020304175e-04
627	3.071010219305e-05	3.473046671236e-05	3.112700349156e-04
628	3.257165983533e-05	4.288036105956e-05	3.098399514502e-04
629	4.029565882518e-05	4.664559407567e-05	3.084117941358e-04
630	3.052061916198e-05	3.687868540458e-05	3.069855770676e-04
631	2.506560343975e-05	3.271230646350e-05	3.055613143217e-04
632	3.062456788897e-05	3.969091495534e-05	3.041390199552e-04
633	4.196981889240e-05	4.557453459284e-05	3.027187080055e-04
634	3.335083363047e-05	4.252385340289e-05	3.013003924905e-04
635	3.471159194925e-05	4.125504842931e-05	2.998840874083e-04
636	2.796015426116e-05	3.298036228043e-05	2.984698067374e-04
637	2.800026951877e-05	3.174352377290e-05	2.970575644362e-04
638	2.725998228957e-05	3.215634649854e-05	2.956473744428e-04
639	3.021386919595e-05	3.458673965339e-05	2.942392506753e-04
640	4.008411251662e-05	3.795469728352e-05	2.928332070313e-04
641	2.879076551116e-05	3.333432975261e-05	2.914292573879e-04
642	2.595198380567e-05	3.391660604898e-05	2.900274156015e-04
643	2.953417339373e-05	3.797275024266e-05	2.886276955078e-04
644	3.080777361126e-05	3.833734997017e-05	2.872301109213e-04
645	3.178668272317e-05	3.657969035146e-05	2.858346756357e-04
646	3.378440777407e-05	4.884611873272e-05	2.844414034234e-04
647	2.739448821156e-05	2.880497807265e-05	2.830503080354e-04
648	2.382355806393e-05	2.755699456935e-05	2.816614032013e-04
649	2.631145669987e-05	4.708169598460e-05	2.802747026289e-04
650	3.468808021464e-05	3.414455362736e-05	2.788902200045e-04
651	2.571749049864e-05	2.987551867992e-05	2.775079689924e-04
652	2.484323973885e-05	3.430496031026e-05	2.761279632347e-04
653	3.017879641166e-05	3.947957801015e-05	2.747502163517e-04
654	2.790486968611e-05	2.850554478208e-05	2.733747419410e-04
655	3.300990350137e-05	4.838144922603e-05	2.720015535782e-04
656	2.682877860581e-05	3.017019088541e-05	2.706306648159e-04
657	2.892504027283e-05	4.181100010036e-05	2.692620891844e-04
658	2.800320686235e-05	3.324166354816e-05	2.678958401908e-04
659	3.787732577662e-05	4.944439358122e-05	2.665319313197e-04
660	2.841133267002e-05	3.137226588645e-05	2.651703760320e-04
661	2.406405403809e-05	2.850025394810e-05	2.638111877660e-04
662	2.229199894953e-05	3.042537227143e-05	2.624543799361e-04
663	2.554774153336e-05	4.006549542054e-05	2.610999659336e-04
664	2.599116501156e-05	3.569442026651e-05	2.597479591260e-04
665	2.582605020888e-05	3.254457916494e-05	2.583983728570e-04
666	2.404268284760e-05	3.256597929190e-05	2.570512204464e-04
667	3.246301673678e-05	3.257968547169e-05	2.557065151903e-04
668	2.256990204177e-05	2.634831172038e-05	2.543642703602e-04
669	3.013620142400e-05	4.777741723292e-05	2.530244992036e-04
670	2.940831361979e-05	3.082576192325e-05	2.516872149434e-04
671	2.236242519426e-05	2.975301147703e-05	2.503524307782e-04
672	2.325632238688e-05	2.948390760095e-05	2.490201598816e-04
673	2.716280463855e-05	3.461183117220e-05	2.476904154027e-04
674	2.567193123367e-05	2.850638708261e-05	2.463632104656e-04
675	2.156649544399e-05	2.969322553934e-05	2.450385581692e-04
676	2.512019986763e-05	3.004655812653e-05	2.437164715872e-04
677	2.405645015750e-05	3.327948845718e-05	2.423969637682e-04
678	2.498898828554e-05	3.469484710035e-05	2.410800477351e-04
679	2.211705519928e-05	2.686377707383e-05	2.397657364854e-04
680	2.195503333809e-05	3.277965471052e-05	2.384540429908e-04
681	2.282027116691e-05	3.150584180024e-05	2.371449801972e-04
682	2.479709820034e-05	3.086266144063e-05	2.358385610245e-04
683	2.202308953124e-05	2.886872830576e-05	2.345347983665e-04
684	2.255572910447e-05	2.954074932191e-05	2.332337050909e-04
685	2.353628272224e-05	3.080079323179e-05	2.319352940389e-04
686	2.408425195523e-05	2.724660928627e-05	2.306395780253e-04
687	2.239829144465e-05	3.247161631755e-05	2.293465698383e-04
688	2.302139400489e-05	3.092045516572e-05	2.280562822394e-04
689	2.214995274625e-05	2.730707388201e-05	2.267687279632e-04
690	2.251053282477e-05	2.988548309775e-05	2.254839197173e-04
691	2.121294986127e-05	2.876489074055e-05	2.242018701823e-04
692	2.067344402001e-05	3.250107778601e-05	2.229225920114e-04
693	2.232921777239e-05	3.484935048253e-05	2.216460978307e-04
694	2.751302155585e-05	3.159824291838e-05	2.203724002386e-04
695	2.253796791569e-05	2.725745897489e-05	2.191015118060e-04
696	2.069882822717e-05	2.633747457008e-05	2.178334450760e-04
697	1.813745138457e-05	2.405139482296e-05	2.165682125641e-04
698	2.353192067714e-05	3.023013439504e-05	2.153058267574e-04
699	2.026887213969e-05	2.721077526481e-05	2.140463001152e-04
700	2.097308754471e-05	2.694701369718e-05	2.127896450686e-04
701	2.169203258839e-05	2.632134508919e-05	2.115358740203e-04
702	1.825971599073e-05	2.600870246265e-05	2.102849993444e-04
703	2.168238927758e-05	3.540352649783e-05	2.090370333865e-04
704	2.303684632630e-05	2.704393963116e-05	2.077919884637e-04
705	1.931250267454e-05	2.652352294181e-05	2.065498768639e-04
706	2.258893104268e-05	2.816237690874e-05	2.053107108464e-04
707	1.950898858900e-05	2.793495645919e-05	2.040745026412e-04
708	2.149210730180e-05	2.756205351582e-05	2.028412644491e-04
709	1.943209462760e-05	2.532256383225e-05	2.016110084418e-04
710	1.873158249636e-05	2.726282296028e-05	2.003837467613e-04
711	1.784968166394e-05	2.556749440329e-05	1.991594915203e-04
712	1.890999392157e-05	2.429871958770e-05	1.979382548016e-04
713	1.788151999540e-05	2.732926837212e-05	1.967200486584e-04
714	2.513321307526e-05	3.259166984727e-05	1.955048851138e-04
715	2.071916096855e-05	2.509526410883e-05	1.942927761611e-04
716	1.789495755291e-05	2.493054650780e-05	1.930837337632e-04
717	1.863504125342e-05	2.354767822284e-05	1.918777698530e-04
718	1.853072224417e-05	2.751468831361e-05	1.906748963328e-04
719	2.401522145885e-05	2.900068614770e-05	1.894751250744e-04
720	2.046204948573e-05	2.496754470306e-05	1.882784679192e-04
721	1.727790838727e-05	2.643141408756e-05	1.870849366776e-04
722	1.681059756749e-05	2.362374866082e-05	1.858945431293e-04
723	1.695678776401e-05	2.469912669098e-05	1.847072990231e-04
724	1.873236316726e-05	2.658337758795e-05	1.835232160766e-04
725	2.041171562756e-05	2.470949883278e-05	1.823423059761e-04
726	1.756024111825e-05	2.551041592606e-05	1.811645803767e-04
727	1.902431870669e-05	2.841584137729e-05	1.799900509023e-04
728	1.989501660483e-05	2.932821598299e-05	1.788187291448e-04
729	2.194348378353e-05	4.317557411540e-05	1.776506266648e-04
730	1.968562068839e-05	2.181439506488e-05	1.764857549909e-04
731	1.555714638705e-05	2.352630138564e-05	1.753241256200e-04
732	1.657745056484e-05	2.320414622902e-05	1.741657500169e-04
733	1.606815118957e-05	2.312335938451e-05	1.730106396143e-04
734	1.688884160190e-05	2.438583923521e-05	1.718588058127e-04
735	1.718594349552e-05	2.301962308434e-05	1.707102599801e-04
736	1.681379269037e-05	2.466605883732e-05	1.695650134523e-04
737	1.667651379560e-05	2.476180168735e-05	1.684230775324e-04
738	1.843846507192e-05	2.406436239851e-05	1.672844634908e-04
739	1.645566505153e-05	2.321533829536e-05	1.661491825653e-04
740	1.765781272256e-05	2.359101025602e-05	1.650172459605e-04
741	1.681277462035e-05	2.370760609808e-05	1.638886648483e-04
742	1.629973674149e-05	2.157485628655e-05	1.627634503672e-04
743	1.619010079821e-05	2.204623998787e-05	1.616416136227e-04
744	1.591742125274e-05	2.242870196274e-05	1.605231656868e-04
745	1.670603259981e-05	2.335116778587e-05	1.594081175982e-04
746	1.681039448897e-05	2.568163244291e-05	1.582964803620e-04
747	1.617695179774e-05	2.447425360085e-05	1.571882649496e-04
748	1.595001687600e-05	2.281315166303e-05	1.560834822985e-04
749	1.494378688551e-05	2.155207969713e-05	1.549821433127e-04
750	1.612235246857e-05	2.399536656685e-05	1.538842588617e-04
751	1.741763347677e-05	2.454794620969e-05	1.527898397814e-04
752	1.726284925212e-05	2.278628895610e-05	1.516988968732e-04
753	1.543033759300e-05	2.342856624924e-05	1.506114409042e-04
754	1.645746514181e-05	2.213967974584e-05	1.495274826072e-04
755	1.612628817043e-05	2.156710317682e-05	1.484470326805e-04
756	1.629144498589e-05	2.207122975081e-05	1.473701017876e-04
757	1.466899120498e-05	2.044363471064e-05	1.462967005574e-04
758	1.399981368881e-05	2.157422290116e-05	1.452268395840e-04
759	1.500065957185e-05	2.299672762483e-05	1.441605294264e-04
760	1.662503750818e-05	2.233726750567e-05	1.430977806087e-04
761	1.472631236072e-05	2.097885460010e-05	1.420386036198e-04
762	1.466162279325e-05	2.274902255796e-05	1.409830089134e-04
763	1.426393528501e-05	2.129806651752e-05	1.399310069077e-04
764	1.615289929516e-05	2.222260075308e-05	1.388826079856e-04
765	1.461309552348e-05	2.147651746591e-05	1.378378224943e-04
766	1.510395177238e-05	2.150055006113e-05	1.367966607455e-04
767	1.438422502862e-05	2.188469685912e-05	1.357591330150e-04
768	1.476458860420e-05	2.189384125976e-05	1.347252495428e-04
769	1.559769554232e-05	2.152326613974e-05	1.336950205329e-04
770	1.661332988384e-05	2.342696667468e-05	1.326684561533e-04
771	1.461380370136e-05	2.187150604011e-05	1.316455665356e-04
772	1.379576852542e-05	2.090430139895e-05	1.306263617755e-04
773	1.347640024467e-05	2.063557730272e-05	1.296108519321e-04
774	1.368808074253e-05	2.111440560744e-05	1.285990470280e-04
775	1.372109638231e-05	2.105248599336e-05	1.275909570493e-04
776	1.462880295087e-05	2.299004797384e-05	1.265865919456e-04
777	1.488804519904e-05	2.227431205570e-05	1.255859616294e-04
778	1.462930286841e-05	2.091074157967e-05	1.245890759766e-04
779	1.382249655437e-05	2.017756252624e-05	1.235959448260e-04
780	1.343449141152e-05	2.056158865907e-05	1.226065779795e-04
781	1.382769718772e-05	2.250807523569e-05	1.216209852016e-04
782	1.388773191256e-05	2.080244499243e-05	1.206391762199e-04
783	1.350748711706e-05	2.113281183747e-05	1.196611607243e-04
784	1.337368163629e-05	1.970216894144e-05	1.186869483675e-04
785	1.393650567371e-05	2.240392070813e-05	1.177165487646e-04
786	1.400958651553e-05	2.016747480107e-05	1.167499714930e-04
787	1.336703049679e-05	2.068367448654e-05	1.157872260924e-04
788	1.367167686560e-05	2.023202170552e-05	1.148283220647e-04
789	1.314337233175e-05	1.948177736991e-05	1.138732688740e-04
790	1.310211852913e-05	2.005168983316e-05	1.129220759463e-04
791	1.328650477947e-05	1.990400545087e-05	1.119747526693e-04
792	1.271410789417e-05	1.981857936550e-05	1.110313083929e-04
793	1.309181637406e-05	2.077532358888e-05	1.100917524284e-04
794	1.298765787883e-05	2.143568178012e-05	1.091560940489e-04
795	1.386797885071e-05	2.226857202091e-05	1.082243424889e-04
796	1.320497324346e-05	1.965714605606e-05	1.072965069445e-04
797	1.261717144179e-05	1.939112764080e-05	1.063725965730e-04
798	1.277817081005e-05	1.952015560636e-05	1.054526204930e-04
799	1.275512390721e-05	2.008324908821e-05	1.045365877844e-04
800	1.266775602866e-05	1.932347294725e-05	1.036245074880e-04
801	1.363797572738e-05	1.972985605112e-05	1.027163886056e-04
802	1.239570448117e-05	1.925183462302e-05	1.018122401001e-04
803	1.221033383282e-05	1.903801294771e-05	1.009120708950e-04
804	1.314165250030e-05	1.974605509585e-05	1.000158898746e-04
805	1.267378928751e-05	2.046963063987e-05	9.912370588390e-05
806	1.269007552205e-05	2.036499391112e-05	9.823552772835e-05
807	1.232833860504e-05	1.883425263893e-05	9.735136417393e-05
808	1.218837704669e-05	1.935898883403e-05	9.647122394697e-05
809	1.206169117540e-05	1.920832210195e-05	9.559511573409e-05
810	1.201383810897e-05	1.886290371472e-05	9.472304818214e-05
811	1.190743765395e-05	1.878950396119e-05	9.385502989807e-05
812	1.210146455977e-05	1.908385000498e-05	9.299106944887e-05
813	1.209231790652e-05	1.920932325620e-05	9.213117536148e-05
814	1.191147143636e-05	1.877833194089e-05	9.127535612271e-05
815	1.214504181946e-05	1.875302795940e-05	9.042362017914e-05
816	1.201267745493e-05	1.927953208398e-05	8.957597593707e-05
817	1.198586432314e-05	1.870778387739e-05	8.873243176241e-05
818	1.181175027835e-05	1.899622890216e-05	8.789299598059e-05
819	1.200088570954e-05	1.880846683350e-05	8.705767687650e-05
820	1.169395870468e-05	1.885758480317e-05	8.622648269442e-05
821	1.187562561067e-05	1.860356924096e-05	8.539942163788e-05
822	1.162811009478e-05	1.850150096330e-05	8.457650186966e-05
823	1.165050749586e-05	1.829201227974e-05	8.375773151163e-05
824	1.180780864551e-05	1.851229227332e-05	8.294311864472e-05
825	1.144488437567e-05	1.834828525979e-05	8.213267130885e-05
826	1.151112562583e-05	1.855984967656e-05	8.132639750279e-05
827	1.176312748201e-05	1.888573728480e-05	8.052430518414e-05
828	1.175147798424e-05	1.830368556735e-05	7.972640226924e-05
829	1.122535616789e-05	1.807717880921e-05	7.893269663305e-05
830	1.126379083538e-05	1.847685667162e-05	7.814319610913e-05
831	1.162134047151e-05	1.849269265291e-05	7.735790848955e-05
832	1.116440583023e-05	1.826215583782e-05	7.657684152476e-05
833	1.125579526613e-05	1.859981763655e-05	7.580000292358e-05
834	1.129362815657e-05	1.854153528484e-05	7.502740035310e-05
835	1.119671931679e-05	1.811932150051e-05	7.425904143858e-05
836	1.116580982941e-05	1.799363063510e-05	7.349493376344e-05
837	1.111660461421e-05	1.789572873141e-05	7.273508486909e-05
838	1.101524638087e-05	1.788344243563e-05	7.197950225494e-05
839	1.097827930727e-05	1.782786322144e-05	7.122819337829e-05
840	1.090206246727e-05	1.774969800473e-05	7.048116565424e-05
841	1.097581106243e-05	1.799890991215e-05	6.973842645567e-05
842	1.087879399068e-05	1.770247255728e-05	6.899998311311e-05
843	1.094973760447e-05	1.772889888530e-05	6.826584291470e-05
844	1.079474061022e-05	1.750005716278e-05	6.753601310610e-05
845	1.084223436068e-05	1.774465705209e-05	6.681050089043e-05
846	1.082520717123e-05	1.771614500329e-05	6.608931342822e-05
847	1.076254898596e-05	1.767899043999e-05	6.537245783730e-05
848	1.074164826910e-05	1.756254871344e-05	6.465994119272e-05
849	1.071852664672e-05	1.761333855752e-05	6.395177052676e-05
850	1.083724015967e-05	1.761817325607e-05	6.324795282876e-05
851	1.068965828402e-05	1.814780118969e-05	6.254849504512e-05
852	1.069993457294e-05	1.748178408214e-05	6.185340407922e-05
853	1.063018992048e-05	1.758475605891e-05	6.116268679131e-05
854	1.047436255484e-05	1.722869107413e-05	6.047634999850e-05
855	1.046170039025e-05	1.759634555670e-05	5.979440047465e-05
856	1.052273459252e-05	1.745229908354e-05	5.911684495033e-05
857	1.075722069611e-05	1.730942985873e-05	5.844369011274e-05
858	1.048472202214e-05	1.722582346842e-05	5.777494260565e-05
859	1.044835344145e-05	1.719953334410e-05	5.711060902932e-05
860	1.032875848478e-05	1.738559170640e-05	5.645069594046e-05
861	1.054951504676e-05	1.729557861808e-05	5.579520985215e-05
862	1.024492015002e-05	1.731702158328e-05	5.514415723376e-05
863	1.029114291216e-05	1.712840847702e-05	5.449754451093e-05
864	1.027397877398e-05	1.705702857220e-05	5.385537806545e-05
865	1.036160861056e-05	1.722112216277e-05	5.321766423527e-05
866	1.019783285644e-05	1.735019906233e-05	5.258440931434e-05
867	1.022696805180e-05	1.706745203516e-05	5.195561955265e-05
868	1.016539413805e-05	1.704186791764e-05	5.133130115609e-05
869	1.016695970915e-05	1.702539309604e-05	5.071146028643e-05
870	1.008532548577e-05	1.706988150343e-05	5.009610306126e-05
871	1.008934934076e-05	1.717735280570e-05	4.948523555389e-05
