epoch	fem_loss	test_loss	lr
385	5.872871892747e-05	7.649476152287e-05	6.785144884947e-04
386	1.069952846442e-04	2.123367640098e-04	6.770572168007e-04
387	2.057444717718e-04	1.090664469104e-04	6.755982469714e-04
388	1.124030846141e-04	1.553728111596e-04	6.741375934063e-04
389	1.088080262807e-04	9.340135253386e-05	6.726752705214e-04
390	9.761106522592e-05	1.069712869986e-04	6.712112927493e-04
391	1.040375112085e-04	1.470638480683e-04	6.697456745389e-04
392	1.239754079022e-04	1.958114892850e-04	6.682784303551e-04
393	1.468449634996e-04	1.816820987727e-04	6.668095746792e-04
394	8.961023997154e-05	1.011894312678e-04	6.653391220081e-04
395	9.100616912407e-05	7.285724437797e-05	6.638670868546e-04
396	1.376797894119e-04	1.418160260716e-04	6.623934837470e-04
397	1.576112074165e-04	1.800238512225e-04	6.609183272294e-04
398	1.649989440439e-04	1.229187594275e-04	6.594416318608e-04
399	7.411560968501e-05	6.763643514956e-05	6.579634122156e-04
400	7.903776372892e-05	9.426527194988e-05	6.564836828833e-04
401	7.532656105013e-05	8.273165019036e-05	6.550024584682e-04
402	1.188086169446e-04	1.469534441971e-04	6.535197535894e-04
403	1.141802959953e-04	9.251996652051e-05	6.520355828806e-04
404	1.228015562078e-04	1.145786542674e-04	6.505499609900e-04
405	2.045951177367e-04	1.475991793649e-04	6.490629025800e-04
406	1.351459478102e-04	1.054182682310e-04	6.475744223273e-04
407	7.856970786369e-05	9.378430164270e-05	6.460845349226e-04
408	7.996707643689e-05	8.908202687913e-05	6.445932550706e-04
409	1.008382270119e-04	2.081059829135e-04	6.431005974894e-04
410	1.352850274999e-04	1.181129945932e-04	6.416065769111e-04
411	9.774212003247e-05	9.974295245403e-05	6.401112080811e-04
412	9.519900308302e-05	1.546370850105e-04	6.386145057579e-04
413	1.807331808247e-04	1.145260993682e-04	6.371164847136e-04
414	8.629485330289e-05	7.951966450463e-05	6.356171597329e-04
415	1.137617497885e-04	1.830414601383e-04	6.341165456135e-04
416	1.301801190218e-04	1.343314293802e-04	6.326146571660e-04
417	9.678081703234e-05	7.705756553130e-05	6.311115092133e-04
418	8.716604633479e-05	9.804225934494e-05	6.296071165909e-04
419	9.162685394019e-05	1.159870084144e-04	6.281014941466e-04
420	1.352349227913e-04	2.019559880505e-04	6.265946567403e-04
421	1.165458518883e-04	1.040107138330e-04	6.250866192437e-04
422	9.535388384165e-05	7.946690656529e-05	6.235773965408e-04
423	6.375544482829e-05	7.689003631195e-05	6.220670035267e-04
424	8.642408516392e-05	1.108685554027e-04	6.205554551087e-04
425	1.260070339928e-04	1.348836265192e-04	6.190427662049e-04
426	1.196649801561e-04	1.141233316706e-04	6.175289517451e-04
427	7.421378513291e-05	7.899662639679e-05	6.160140266699e-04
428	7.561980435172e-05	8.409794307102e-05	6.144980059312e-04
429	9.048967119441e-05	9.693932737291e-05	6.129809044913e-04
430	1.063066892710e-04	1.230122826481e-04	6.114627373235e-04
431	1.088601491106e-04	1.208355240012e-04	6.099435194114e-04
432	1.152890771080e-04	8.527505613231e-05	6.084232657492e-04
433	7.719227458496e-05	8.145115611876e-05	6.069019913411e-04
434	8.976619946305e-05	7.943362153603e-05	6.053797112015e-04
435	1.179387633472e-04	1.394592422043e-04	6.038564403546e-04
